focalLoss + Êý¾Ý¾ùºâ
modelName=Mynet, batch_size=128, learn_rate =0.000100, epochs=200, steps_per_epoch=500, validation_steps=100, isprep = 1

iter      loss      acc       
053150  0.005525  0.992188
053200  0.004358  1.000000
053250  0.001844  1.000000
053300  0.004272  1.000000
053350  0.005581  0.992188
053400  0.019209  0.968750
053450  0.008454  1.000000
053500  0.030117  0.992188
053550  0.014305  0.984375
053600  0.003307  1.000000
053650  0.025636  0.976562
053700  0.011573  0.984375
053750  0.016095  0.992188
053800  0.005057  1.000000
053850  0.011764  0.992188
053900  0.003367  1.000000
053950  0.005399  0.992188
054000  0.008083  0.992188
054050  0.014588  0.992188
054100  0.000704  1.000000
054150  0.026386  0.976562
054200  0.008359  1.000000
054250  0.002802  1.000000
054300  0.011610  0.992188
054350  0.014509  0.984375
054400  0.052652  0.984375
054450  0.001950  1.000000
054500  0.002542  1.000000
054550  0.015123  0.984375
054600  0.018195  0.992188
054650  0.003963  1.000000
054700  0.007546  1.000000
054750  0.007701  0.992188
054800  0.003204  1.000000
054850  0.014876  0.984375
054900  0.016728  0.984375
054950  0.036629  0.992188
055000  0.023259  0.984375
055050  0.005090  1.000000
055100  0.002483  1.000000
055150  0.009736  0.984375
055200  0.002840  1.000000
055250  0.004214  0.992188
055300  0.020411  0.992188
055350  0.007785  1.000000
055400  0.005602  1.000000
055450  0.009773  0.992188
055500  0.017828  0.992188
055550  0.002855  1.000000
055600  0.006780  1.000000
055650  0.005293  1.000000
055700  0.006253  0.992188
055750  0.015670  0.992188
055800  0.023582  0.992188
055850  0.017375  0.992188
055900  0.010875  0.992188
055950  0.023264  0.984375
056000  0.009371  0.992188
056050  0.020510  0.992188
056100  0.002526  1.000000
056150  0.033550  0.968750
056200  0.009063  1.000000
056250  0.001786  1.000000
056300  0.002305  1.000000
056350  0.020292  0.992188
056400  0.064352  0.976562
056450  0.011939  1.000000
056500  0.014147  0.992188
056550  0.015733  0.992188
056600  0.011241  0.992188
056650  0.008478  0.984375
056700  0.002427  1.000000
056750  0.015571  0.992188
056800  0.012889  0.984375
056850  0.003534  0.992188
056900  0.020920  0.984375
056950  0.008039  0.992188
057000  0.002375  1.000000
057050  0.000853  1.000000
057100  0.010203  0.992188
057150  0.005005  1.000000
057200  0.006789  0.992188
057250  0.003634  1.000000
057300  0.028819  0.992188
057350  0.020660  0.984375
057400  0.010538  0.992188
057450  0.006770  0.992188
057500  0.006074  1.000000
057550  0.021317  0.984375
057600  0.007242  0.992188
057650  0.007353  0.992188
057700  0.002364  1.000000
057750  0.005952  0.992188
057800  0.003521  1.000000
057850  0.008526  0.984375
057900  0.005740  1.000000
057950  0.003125  1.000000
058000  0.024982  0.984375
058050  0.011561  0.992188
058100  0.000717  1.000000
058150  0.011186  0.992188
058200  0.010294  0.992188
058250  0.031234  0.976562
058300  0.005041  1.000000
058350  0.016276  0.992188
058400  0.028947  0.992188
058450  0.010082  0.992188
058500  0.016380  0.976562
058550  0.003503  1.000000
058600  0.024652  0.976562
058650  0.009237  0.992188
058700  0.002661  1.000000
058750  0.004977  1.000000
058800  0.038990  0.968750
058850  0.011443  0.992188
058900  0.018035  0.984375
058950  0.011355  0.992188
059000  0.009543  0.992188
059050  0.006968  0.992188
059100  0.003935  1.000000
059150  0.005363  0.992188
059200  0.012723  0.984375
059250  0.007526  0.992188
059300  0.011801  0.984375
059350  0.002305  1.000000
059400  0.003357  1.000000
059450  0.002159  1.000000
059500  0.075536  0.984375
059550  0.012222  0.984375
059600  0.004020  1.000000
059650  0.008683  0.992188
059700  0.008383  0.992188
059750  0.006843  0.992188
059800  0.001614  1.000000
059850  0.011508  0.992188
059900  0.004728  1.000000
059950  0.021785  0.992188
060000  0.003787  1.000000
060050  0.029230  0.984375
060100  0.007709  0.992188
060150  0.003254  1.000000
060200  0.015473  0.992188
060250  0.029164  0.976562
060300  0.000973  1.000000
060350  0.005251  1.000000
060400  0.004425  1.000000
060450  0.008134  0.992188
060500  0.005345  1.000000
060550  0.007484  0.992188
060600  0.015488  0.992188
060650  0.018953  0.984375
060700  0.006576  1.000000
060750  0.000813  1.000000
060800  0.018038  0.984375
060850  0.012727  0.976562
060900  0.015390  0.984375
060950  0.009429  0.992188
061000  0.006930  1.000000
061050  0.002913  1.000000
061100  0.017748  0.968750
061150  0.010544  0.984375
061200  0.001053  1.000000
061250  0.053407  0.984375
061300  0.005668  1.000000
061350  0.029504  0.984375
061400  0.012988  0.992188
061450  0.005591  1.000000
061500  0.008911  0.992188
061550  0.003708  1.000000
061600  0.004380  1.000000
061650  0.002864  1.000000
061700  0.006631  0.992188
061750  0.001429  1.000000
061800  0.003904  1.000000
061850  0.013309  0.984375
061900  0.002799  1.000000
061950  0.027588  0.992188
062000  0.002430  1.000000
062050  0.011234  0.992188
062100  0.003585  1.000000
062150  0.005488  1.000000
062200  0.005170  1.000000
062250  0.036081  0.984375
062300  0.002395  1.000000
062350  0.009557  0.992188
062400  0.000485  1.000000
062450  0.028283  0.984375
062500  0.004565  1.000000
062550  0.009893  1.000000
062600  0.006912  0.992188
062650  0.007149  0.992188
062700  0.013190  0.992188
062750  0.012558  0.992188
062800  0.019976  0.984375
062850  0.010479  0.984375
062900  0.002195  1.000000
062950  0.003856  1.000000
063000  0.008329  0.992188
063050  0.008783  0.992188
063100  0.006936  0.992188
063150  0.003116  1.000000
063200  0.001516  1.000000
063250  0.003092  1.000000
063300  0.014812  0.984375
063350  0.019319  0.984375
063400  0.005116  1.000000
063450  0.012670  0.992188
063500  0.028698  0.976562
063550  0.001218  1.000000
063600  0.006055  1.000000
063650  0.003832  1.000000
063700  0.003270  1.000000
063750  0.013564  0.992188
063800  0.003735  1.000000
063850  0.005754  1.000000
063900  0.018711  0.992188
063950  0.006218  0.992188
064000  0.007225  0.992188
064050  0.001970  1.000000
064100  0.007975  0.992188
064150  0.036142  0.984375
064200  0.007567  0.992188
064250  0.006268  1.000000
064300  0.012556  0.992188
064350  0.006922  0.992188
064400  0.004749  1.000000
064450  0.030898  0.976562
064500  0.003670  1.000000
064550  0.013773  0.984375
064600  0.000867  1.000000
064650  0.007792  0.992188
064700  0.004290  1.000000
064750  0.004616  0.992188
064800  0.024967  0.984375
064850  0.002113  1.000000
064900  0.012124  0.984375
064950  0.007056  0.992188
065000  0.007282  0.992188
065050  0.009392  0.984375
065100  0.012891  0.992188
065150  0.020661  0.992188
065200  0.017513  0.976562
065250  0.006816  0.992188
065300  0.001888  1.000000
065350  0.004000  1.000000
065400  0.022967  0.984375
065450  0.008343  0.992188
065500  0.009704  0.992188
065550  0.023554  0.992188
065600  0.023059  0.992188
065650  0.006511  1.000000
065700  0.008431  0.992188
065750  0.003564  1.000000
065800  0.004718  1.000000
065850  0.006093  1.000000
065900  0.023836  0.984375
065950  0.013392  0.992188
066000  0.004152  1.000000
066050  0.007689  0.992188
066100  0.007145  1.000000
066150  0.005670  1.000000
066200  0.005820  0.992188
066250  0.029406  0.976562
066300  0.009733  0.992188
066350  0.029585  0.976562
066400  0.001516  1.000000
066450  0.005253  0.992188
066500  0.004927  0.992188
066550  0.009514  0.992188
066600  0.011343  0.984375
066650  0.011400  0.984375
066700  0.002439  1.000000
066750  0.026039  0.984375
066800  0.022314  0.984375
066850  0.003589  1.000000
066900  0.010765  0.992188
066950  0.007424  0.992188
067000  0.018471  0.984375
067050  0.009906  0.992188
067100  0.016509  0.992188
067150  0.010894  0.992188
067200  0.001079  1.000000
067250  0.001150  1.000000
067300  0.010571  0.992188
067350  0.011774  0.992188
067400  0.017685  0.992188
067450  0.028018  0.984375
067500  0.002314  1.000000
067550  0.005291  0.992188
067600  0.000911  1.000000
067650  0.005576  1.000000
067700  0.005834  0.992188
067750  0.009614  0.984375
067800  0.007626  0.992188
067850  0.013029  0.992188
067900  0.007544  1.000000
067950  0.004581  0.992188
068000  0.002203  1.000000
068050  0.013679  0.992188
068100  0.026236  0.984375
068150  0.008675  0.992188
068200  0.004290  1.000000
068250  0.000553  1.000000
068300  0.005323  1.000000
068350  0.026206  0.968750
068400  0.001714  1.000000
068450  0.015333  0.992188
068500  0.004382  1.000000
068550  0.011218  0.992188
068600  0.005400  1.000000
068650  0.002531  1.000000
068700  0.009244  0.992188
068750  0.018595  0.984375
068800  0.001332  1.000000
068850  0.001887  1.000000
068900  0.000864  1.000000
068950  0.007029  1.000000
069000  0.016905  0.984375
069050  0.006145  1.000000
069100  0.009812  0.992188
069150  0.012157  0.992188
069200  0.004400  0.992188
069250  0.007796  0.992188
069300  0.001334  1.000000
069350  0.013687  0.992188
069400  0.018063  0.984375
069450  0.008186  0.992188
069500  0.009365  0.992188
069550  0.001944  1.000000
069600  0.001485  1.000000
069650  0.000168  1.000000
069700  0.005373  1.000000
069750  0.013536  0.984375
069800  0.010413  0.992188
069850  0.001899  1.000000
069900  0.003621  1.000000
069950  0.005363  0.992188
070000  0.026831  0.984375
070050  0.019840  0.984375
070100  0.008824  0.984375
070150  0.056532  0.968750
070200  0.007117  1.000000
070250  0.002645  1.000000
070300  0.008101  1.000000
070350  0.031877  0.968750
070400  0.006289  1.000000
070450  0.000980  1.000000
070500  0.019703  0.984375
070550  0.001106  1.000000
070600  0.019844  0.984375
070650  0.012583  0.992188
070700  0.018811  0.984375
070750  0.007428  0.992188
070800  0.007224  0.992188
070850  0.003318  1.000000
070900  0.025833  0.984375
070950  0.006451  1.000000
071000  0.026740  0.992188
071050  0.005864  1.000000
071100  0.006346  0.992188
071150  0.010275  0.992188
071200  0.001071  1.000000
071250  0.002475  1.000000
071300  0.005900  0.992188
071350  0.010335  0.992188
071400  0.001440  1.000000
071450  0.002910  1.000000
071500  0.004366  1.000000
071550  0.000137  1.000000
071600  0.012148  0.984375
071650  0.004837  0.992188
071700  0.031290  0.984375
071750  0.003327  1.000000
071800  0.013714  0.992188
071850  0.006952  0.992188
071900  0.010405  0.992188
071950  0.006449  0.992188
072000  0.008541  0.992188
072050  0.010981  0.992188
072100  0.012915  0.992188
072150  0.017241  0.984375
072200  0.010050  0.992188
072250  0.006798  0.992188
072300  0.014914  0.992188
072350  0.037967  0.984375
072400  0.009570  0.992188
072450  0.008855  0.984375
072500  0.005534  1.000000
072550  0.006520  0.992188
072600  0.036931  0.976562
072650  0.000289  1.000000
072700  0.024665  0.992188
072750  0.025979  0.984375
072800  0.024564  0.984375
072850  0.013067  0.992188
072900  0.003000  1.000000
072950  0.031120  0.984375
073000  0.003409  1.000000
073050  0.019801  0.992188
073100  0.006387  1.000000
073150  0.000527  1.000000
073200  0.010887  0.992188
073250  0.008032  0.992188
073300  0.002633  1.000000
073350  0.023062  0.976562
073400  0.006269  0.992188
073450  0.001018  1.000000
073500  0.000682  1.000000
073550  0.003710  1.000000
073600  0.008944  0.992188
073650  0.007376  0.992188
073700  0.008486  0.992188
073750  0.013085  0.992188
073800  0.003753  1.000000
073850  0.008621  0.992188
073900  0.006522  0.992188
073950  0.007772  0.984375
074000  0.008198  0.992188
074050  0.015206  0.992188
074100  0.003554  1.000000
074150  0.005712  0.992188
074200  0.028986  0.976562
074250  0.009082  0.992188
074300  0.003378  1.000000
074350  0.010392  0.992188
074400  0.002778  1.000000
074450  0.014805  0.984375
074500  0.003969  1.000000
074550  0.011726  0.984375
074600  0.030205  0.976562
074650  0.000701  1.000000
074700  0.000635  1.000000
074750  0.004076  1.000000
074800  0.003953  1.000000
074850  0.013915  0.984375
074900  0.005907  1.000000
074950  0.000995  1.000000
075000  0.010231  0.984375
075050  0.001945  1.000000
075100  0.020952  0.992188
075150  0.004418  1.000000
075200  0.000593  1.000000
075250  0.020658  0.992188
075300  0.007679  0.992188
075350  0.000986  1.000000
075400  0.004848  1.000000
075450  0.001007  1.000000
075500  0.002756  1.000000
075550  0.005886  0.992188
075600  0.001594  1.000000
075650  0.004769  1.000000
075700  0.006520  0.992188
075750  0.021506  0.992188
075800  0.001849  1.000000
075850  0.004309  1.000000
075900  0.011854  0.992188
075950  0.021731  0.984375
076000  0.021411  0.984375
076050  0.002292  1.000000
076100  0.027494  0.984375
076150  0.011586  0.984375
076200  0.009076  0.992188
076250  0.003104  1.000000
076300  0.001187  1.000000
076350  0.002628  1.000000
076400  0.001950  1.000000
076450  0.004659  1.000000
076500  0.001853  1.000000
076550  0.002654  1.000000
076600  0.013945  0.984375
076650  0.002791  1.000000
076700  0.003923  1.000000
076750  0.006468  0.992188
076800  0.009175  1.000000
076850  0.003670  1.000000
076900  0.000660  1.000000
076950  0.008744  0.992188
077000  0.021167  0.984375
077050  0.001754  1.000000
077100  0.025739  0.992188
077150  0.005509  1.000000
077200  0.009234  0.992188
077250  0.006248  0.992188
077300  0.016591  0.984375
077350  0.036433  0.984375
077400  0.001329  1.000000
077450  0.005106  0.992188
077500  0.003756  1.000000
077550  0.001972  1.000000
077600  0.001239  1.000000
077650  0.004981  1.000000
077700  0.008664  1.000000
077750  0.031554  0.976562
077800  0.001370  1.000000
077850  0.012811  0.984375
077900  0.014704  0.976562
077950  0.012327  0.992188
078000  0.015053  0.992188
078050  0.001166  1.000000
078100  0.000829  1.000000
078150  0.019669  0.976562
078200  0.017747  0.992188
078250  0.019226  0.992188
078300  0.002822  1.000000
078350  0.007553  0.992188
078400  0.019544  0.992188
078450  0.002035  1.000000
078500  0.011127  0.992188
078550  0.019372  0.984375
078600  0.005756  1.000000
078650  0.003152  1.000000
078700  0.004800  1.000000
078750  0.002263  1.000000
078800  0.000525  1.000000
078850  0.000773  1.000000
078900  0.001334  1.000000
078950  0.008109  1.000000
079000  0.002102  1.000000
079050  0.018265  0.984375
079100  0.018316  0.992188
079150  0.014320  0.984375
079200  0.001891  1.000000
079250  0.019659  0.984375
079300  0.026311  0.976562
079350  0.003569  1.000000
079400  0.025881  0.976562
079450  0.002484  1.000000
079500  0.009650  0.992188
079550  0.004336  0.992188
079600  0.002028  1.000000
079650  0.001596  1.000000
079700  0.008087  0.992188
079750  0.012243  0.992188
079800  0.010017  0.992188
079850  0.027733  0.984375
079900  0.014004  0.992188
079950  0.021718  0.976562
080000  0.004790  0.992188
080050  0.002774  1.000000
080100  0.006222  1.000000
080150  0.008757  0.992188
080200  0.004876  0.992188
080250  0.000540  1.000000
080300  0.008073  0.992188
080350  0.034754  0.984375
080400  0.005647  1.000000
080450  0.004275  0.992188
080500  0.003138  1.000000
080550  0.004364  1.000000
080600  0.002429  1.000000
080650  0.013696  0.992188
080700  0.000858  1.000000
080750  0.003456  1.000000
080800  0.007915  1.000000
080850  0.002962  1.000000
080900  0.023173  0.984375
080950  0.001359  1.000000
081000  0.017605  0.992188
081050  0.006991  0.992188
081100  0.021882  0.976562
081150  0.003663  1.000000
081200  0.011070  0.992188
081250  0.004181  1.000000
081300  0.004551  1.000000
081350  0.004020  1.000000
081400  0.002251  1.000000
081450  0.020742  0.992188
081500  0.011383  0.992188
081550  0.013821  0.992188
081600  0.014064  0.992188
081650  0.000829  1.000000
081700  0.003874  1.000000
081750  0.006081  0.992188
081800  0.017544  0.992188
081850  0.006287  0.992188
081900  0.001087  1.000000
081950  0.002568  1.000000
082000  0.013636  0.992188
082050  0.063229  0.984375
082100  0.003361  1.000000
082150  0.019984  0.992188
082200  0.005362  0.992188
082250  0.002531  1.000000
082300  0.032344  0.984375
082350  0.008880  0.984375
082400  0.011393  0.992188
082450  0.006957  0.992188
082500  0.004228  0.992188
082550  0.009063  0.992188
082600  0.007632  1.000000
082650  0.031082  0.984375
082700  0.001131  1.000000
082750  0.024159  0.968750
082800  0.029394  0.992188
082850  0.013448  0.984375
082900  0.007456  0.992188
082950  0.000555  1.000000
083000  0.017522  0.992188
083050  0.007851  0.992188
083100  0.002911  1.000000
083150  0.020249  0.992188
083200  0.002696  1.000000
083250  0.016279  0.984375
083300  0.009898  0.992188
083350  0.003702  1.000000
083400  0.007514  0.992188
083450  0.017745  0.992188
083500  0.006973  1.000000
083550  0.012705  0.992188
083600  0.001997  1.000000
083650  0.004958  1.000000
083700  0.002201  1.000000
083750  0.000554  1.000000
083800  0.005944  0.992188
083850  0.006571  0.992188
083900  0.026839  0.984375
083950  0.011596  0.984375
084000  0.023056  0.992188
084050  0.004055  1.000000
084100  0.001433  1.000000
084150  0.013048  0.992188
084200  0.000743  1.000000
084250  0.003883  1.000000
084300  0.013526  0.992188
084350  0.003077  1.000000
084400  0.023291  0.976562
084450  0.001074  1.000000
084500  0.010431  0.992188
084550  0.001174  1.000000
084600  0.016555  0.992188
084650  0.000568  1.000000
084700  0.016091  0.984375
084750  0.008249  0.992188
084800  0.001026  1.000000
084850  0.003366  1.000000
084900  0.009540  0.992188
084950  0.003270  1.000000
085000  0.009608  0.992188
085050  0.013745  0.992188
085100  0.003806  1.000000
085150  0.013423  0.992188
085200  0.004679  1.000000
085250  0.030354  0.992188
085300  0.012447  0.984375
085350  0.013348  0.992188
085400  0.009280  0.992188
085450  0.011454  0.984375
085500  0.001991  1.000000
085550  0.010812  0.984375
085600  0.007014  0.992188
085650  0.005557  1.000000
085700  0.009116  0.984375
085750  0.001236  1.000000
085800  0.000242  1.000000
085850  0.014931  0.992188
085900  0.005124  1.000000
085950  0.001404  1.000000
086000  0.021345  0.976562
086050  0.006297  0.992188
086100  0.043164  0.984375
086150  0.013463  0.992188
086200  0.008125  1.000000
086250  0.011790  0.992188
086300  0.003023  1.000000
086350  0.002733  1.000000
086400  0.004735  1.000000
086450  0.001342  1.000000
086500  0.001252  1.000000
086550  0.005580  0.992188
086600  0.010375  0.984375
086650  0.010433  0.984375
086700  0.008713  0.992188
086750  0.017462  0.984375
086800  0.001302  1.000000
086850  0.001723  1.000000
086900  0.003705  1.000000
086950  0.009953  0.992188
087000  0.004900  1.000000
087050  0.001055  1.000000
087100  0.012404  0.992188
087150  0.002161  1.000000
087200  0.015313  0.984375
087250  0.007033  0.992188
087300  0.000610  1.000000
087350  0.013057  0.992188
087400  0.003509  1.000000
087450  0.001219  1.000000
087500  0.012537  0.992188
087550  0.001672  1.000000
087600  0.032972  0.992188
087650  0.002388  1.000000
087700  0.000471  1.000000
087750  0.043023  0.976562
087800  0.007377  0.992188
087850  0.032501  0.992188
087900  0.002177  1.000000
087950  0.002665  1.000000
088000  0.026516  0.992188
088050  0.009234  0.992188
088100  0.015128  0.992188
088150  0.003575  1.000000
088200  0.023611  0.984375
088250  0.005688  0.992188
088300  0.007597  0.992188
088350  0.001422  1.000000
088400  0.004100  1.000000
088450  0.004180  1.000000
088500  0.015984  0.984375
088550  0.002963  1.000000
088600  0.002327  1.000000
088650  0.014762  0.984375
088700  0.004530  0.992188
088750  0.002408  1.000000
088800  0.007997  0.992188
088850  0.016754  0.984375
088900  0.007358  1.000000
088950  0.000482  1.000000
089000  0.019004  0.984375
089050  0.004932  0.992188
089100  0.011041  0.992188
089150  0.002059  1.000000
089200  0.001183  1.000000
089250  0.001572  1.000000
089300  0.001115  1.000000
089350  0.005994  1.000000
089400  0.017582  0.984375
089450  0.000582  1.000000
089500  0.025739  0.984375
089550  0.009237  0.992188
089600  0.008636  0.992188
089650  0.004675  1.000000
089700  0.008885  0.992188
089750  0.002605  1.000000
089800  0.014004  0.992188
089850  0.015954  0.984375
089900  0.003150  0.992188
089950  0.010623  0.992188
090000  0.001648  1.000000
090050  0.012190  0.992188
090100  0.002584  1.000000
090150  0.046009  0.976562
090200  0.003015  1.000000
090250  0.010265  0.992188
090300  0.007014  0.992188
090350  0.028280  0.984375
090400  0.001664  1.000000
090450  0.009803  0.984375
090500  0.000851  1.000000
090550  0.002299  1.000000
090600  0.035863  0.992188
090650  0.001108  1.000000
090700  0.006294  0.992188
090750  0.001752  1.000000
090800  0.007071  0.992188
090850  0.035719  0.992188
090900  0.006799  0.992188
090950  0.004243  0.992188
091000  0.015246  0.992188
091050  0.000329  1.000000
091100  0.006350  0.992188
091150  0.002248  1.000000
091200  0.015371  0.984375
091250  0.012876  0.992188
091300  0.001228  1.000000
091350  0.000561  1.000000
091400  0.002180  1.000000
091450  0.003020  1.000000
091500  0.003830  1.000000
091550  0.011506  0.984375
091600  0.009930  0.992188
091650  0.004636  1.000000
091700  0.006973  0.992188
091750  0.002965  1.000000
091800  0.003370  1.000000
091850  0.005670  1.000000
091900  0.014411  0.984375
091950  0.004023  1.000000
092000  0.007802  1.000000
092050  0.011781  0.984375
092100  0.000607  1.000000
092150  0.002135  1.000000
092200  0.004358  1.000000
092250  0.011924  0.992188
092300  0.001721  1.000000
092350  0.006581  0.992188
092400  0.009703  0.992188
092450  0.000833  1.000000
092500  0.001431  1.000000
092550  0.001012  1.000000
092600  0.030384  0.968750
092650  0.001571  1.000000
092700  0.004830  0.992188
092750  0.000672  1.000000
092800  0.003251  1.000000
092850  0.002063  1.000000
092900  0.001916  1.000000
092950  0.020486  0.984375
093000  0.009694  0.992188
093050  0.020019  0.976562
093100  0.008023  0.992188
093150  0.004199  0.992188
093200  0.020230  0.976562
093250  0.005302  1.000000
093300  0.011200  0.992188
093350  0.019134  0.992188
093400  0.017090  0.976562
093450  0.007077  0.992188
093500  0.003116  1.000000
093550  0.003543  0.992188
093600  0.005646  0.992188
093650  0.001981  1.000000
093700  0.000418  1.000000
093750  0.022668  0.992188
093800  0.000389  1.000000
093850  0.001445  1.000000
093900  0.001652  1.000000
093950  0.011957  0.984375
094000  0.007921  0.992188
094050  0.008988  0.984375
094100  0.002885  1.000000
094150  0.000347  1.000000
094200  0.004398  1.000000
094250  0.040610  0.992188
094300  0.000791  1.000000
094350  0.010222  0.984375
094400  0.000879  1.000000
094450  0.001395  1.000000
094500  0.000581  1.000000
094550  0.003729  1.000000
094600  0.003478  1.000000
094650  0.005260  0.992188
094700  0.014343  0.984375
094750  0.028304  0.992188
094800  0.003272  1.000000
094850  0.025169  0.968750
094900  0.008975  0.992188
094950  0.008182  0.992188
095000  0.015016  0.984375
095050  0.082857  0.992188
095100  0.001825  1.000000
095150  0.005709  0.992188
095200  0.008233  0.984375
095250  0.006482  0.992188
095300  0.003395  1.000000
095350  0.018054  0.992188
095400  0.002446  1.000000
095450  0.018747  0.992188
095500  0.013899  0.992188
095550  0.003707  1.000000
095600  0.014506  0.992188
095650  0.005643  1.000000
095700  0.011337  0.992188
095750  0.019766  0.984375
095800  0.004892  0.992188
095850  0.003441  1.000000
095900  0.001333  1.000000
095950  0.031079  0.984375
096000  0.001383  1.000000
096050  0.001047  1.000000
096100  0.006646  0.992188
096150  0.031438  0.992188
096200  0.002741  1.000000
096250  0.013845  0.992188
096300  0.001262  1.000000
096350  0.010690  0.992188
096400  0.013502  0.992188
096450  0.000395  1.000000
096500  0.001486  1.000000
096550  0.002424  1.000000
096600  0.010773  0.992188
096650  0.010546  0.992188
096700  0.007050  0.992188
096750  0.002585  1.000000
096800  0.018930  0.992188
096850  0.021911  0.984375
096900  0.009884  0.992188
096950  0.005518  1.000000
097000  0.002433  1.000000
097050  0.018877  0.984375
097100  0.006217  0.992188
097150  0.001829  1.000000
097200  0.007954  0.992188
097250  0.000778  1.000000
097300  0.004623  1.000000
097350  0.008104  1.000000
097400  0.000476  1.000000
097450  0.022288  0.992188
097500  0.002128  1.000000
097550  0.001118  1.000000
097600  0.001152  1.000000
097650  0.019770  0.992188
097700  0.002434  1.000000
097750  0.001320  1.000000
097800  0.005244  1.000000
097850  0.022405  0.992188
097900  0.009825  0.992188
097950  0.019203  0.992188
098000  0.015048  0.984375
098050  0.022443  0.976562
098100  0.001935  1.000000
098150  0.023121  0.992188
098200  0.011729  0.992188
098250  0.000497  1.000000
098300  0.003641  1.000000
098350  0.005217  0.992188
098400  0.014481  0.992188
098450  0.002986  1.000000
098500  0.006754  1.000000
098550  0.002909  1.000000
098600  0.010930  0.992188
098650  0.006281  0.992188
098700  0.013002  0.984375
098750  0.001863  1.000000
098800  0.003967  1.000000
098850  0.002349  1.000000
098900  0.029069  0.992188
098950  0.020640  0.984375
099000  0.004376  1.000000
099050  0.005701  0.992188
099100  0.003374  1.000000
099150  0.017864  0.984375
099200  0.002200  1.000000
099250  0.007625  0.992188
099300  0.003836  0.992188
099350  0.004211  1.000000
099400  0.002194  1.000000
099450  0.003057  1.000000
099500  0.009076  0.992188
099550  0.019842  0.984375
099600  0.001364  1.000000
099650  0.003989  1.000000
099700  0.003044  1.000000
099750  0.034678  0.992188
099800  0.002858  1.000000
099850  0.001183  1.000000
099900  0.010695  0.992188
099950  0.000405  1.000000
100000  0.001040  1.000000
