focalLoss + Êý¾Ý¾ùºâ
modelName=Mynet, batch_size=128, learn_rate =0.000100, epochs=200, steps_per_epoch=500, validation_steps=100, isprep = 1

iter      loss      acc       
006300  0.039368  0.976562
006350  0.076500  0.953125
006400  0.026510  0.976562
006450  0.041431  0.968750
006500  0.013735  0.992188
006550  0.041342  0.968750
006600  0.036989  0.976562
006650  0.107290  0.953125
006700  0.032904  0.960938
006750  0.054500  0.953125
006800  0.032649  0.960938
006850  0.056469  0.953125
006900  0.040440  0.976562
006950  0.048507  0.960938
007000  0.025982  0.976562
007050  0.041119  0.968750
007100  0.055653  0.960938
007150  0.019816  0.984375
007200  0.026493  0.984375
007250  0.017057  0.984375
007300  0.021706  0.992188
007350  0.063574  0.945312
007400  0.078087  0.953125
007450  0.056236  0.960938
007500  0.041202  0.976562
007550  0.014247  1.000000
007600  0.059033  0.953125
007650  0.035714  0.945312
007700  0.013863  0.992188
007750  0.045402  0.968750
007800  0.028625  0.968750
007850  0.019745  0.992188
007900  0.037597  0.960938
007950  0.062578  0.953125
008000  0.021252  0.992188
008050  0.018365  0.984375
008100  0.017695  0.984375
008150  0.045995  0.968750
008200  0.045855  0.968750
008250  0.017232  0.984375
008300  0.045554  0.953125
008350  0.045511  0.960938
008400  0.025586  0.992188
008450  0.047963  0.968750
008500  0.045582  0.953125
008550  0.025112  0.984375
008600  0.025137  0.976562
008650  0.018999  0.984375
008700  0.015488  0.992188
008750  0.013702  0.992188
008800  0.035540  0.992188
008850  0.019081  0.984375
008900  0.032561  0.976562
008950  0.017108  1.000000
009000  0.045356  0.968750
009050  0.025794  0.976562
009100  0.027347  0.968750
009150  0.018249  0.992188
009200  0.051428  0.953125
009250  0.044021  0.960938
009300  0.014169  0.992188
009350  0.007327  1.000000
009400  0.038865  0.976562
009450  0.022517  0.992188
009500  0.031687  0.976562
009550  0.029005  0.984375
009600  0.040470  0.968750
009650  0.040219  0.960938
009700  0.019534  0.984375
009750  0.051631  0.968750
009800  0.067919  0.976562
009850  0.055277  0.976562
009900  0.016525  0.984375
009950  0.037744  0.976562
010000  0.024958  0.976562
010050  0.025278  0.992188
010100  0.019285  0.984375
010150  0.029189  0.976562
010200  0.028623  0.976562
010250  0.024575  0.984375
010300  0.025079  0.976562
010350  0.040489  0.976562
010400  0.021919  0.992188
010450  0.030894  0.968750
010500  0.011801  0.992188
010550  0.025336  0.984375
010600  0.014087  0.992188
010650  0.012183  0.992188
010700  0.017752  0.984375
010750  0.037573  0.960938
010800  0.019994  0.976562
010850  0.021171  0.976562
010900  0.034834  0.976562
010950  0.015758  0.984375
011000  0.019292  0.992188
011050  0.014423  0.992188
011100  0.038325  0.960938
011150  0.018571  0.984375
011200  0.007182  1.000000
011250  0.023418  0.976562
011300  0.066319  0.968750
011350  0.011697  0.984375
011400  0.024757  0.976562
011450  0.027014  0.953125
011500  0.015214  0.992188
011550  0.017808  0.992188
011600  0.008900  0.992188
011650  0.046692  0.968750
011700  0.031177  0.968750
011750  0.041140  0.968750
011800  0.010832  0.992188
011850  0.019445  0.992188
011900  0.018603  0.992188
011950  0.017715  0.984375
012000  0.033842  0.992188
012050  0.028746  0.976562
012100  0.042913  0.976562
012150  0.023339  0.976562
012200  0.043197  0.968750
012250  0.034022  0.968750
012300  0.015696  0.984375
012350  0.007779  0.992188
012400  0.027766  0.976562
012450  0.023043  0.976562
012500  0.028285  0.976562
012550  0.025459  0.976562
012600  0.028017  0.984375
012650  0.029288  0.968750
012700  0.014985  0.984375
012750  0.004974  1.000000
012800  0.041635  0.968750
012850  0.031259  0.976562
012900  0.008592  1.000000
012950  0.028499  0.984375
013000  0.018585  0.992188
013050  0.013678  1.000000
013100  0.021946  0.976562
013150  0.004919  0.992188
013200  0.042425  0.976562
013250  0.020572  0.992188
013300  0.064085  0.976562
013350  0.026453  0.992188
013400  0.011244  1.000000
013450  0.024648  0.984375
013500  0.017747  0.984375
013550  0.004750  1.000000
013600  0.028106  0.976562
013650  0.020770  0.984375
013700  0.017172  0.976562
013750  0.042855  0.976562
013800  0.035286  0.968750
013850  0.032931  0.968750
013900  0.016982  0.992188
013950  0.024327  0.976562
014000  0.012557  0.992188
014050  0.051050  0.976562
014100  0.035064  0.976562
014150  0.006704  1.000000
014200  0.014723  0.984375
014250  0.088870  0.953125
014300  0.026382  0.968750
014350  0.024558  0.976562
014400  0.023534  0.984375
014450  0.023385  0.976562
014500  0.014781  0.984375
014550  0.016896  0.984375
014600  0.014342  0.992188
014650  0.018998  0.992188
014700  0.006778  1.000000
014750  0.024023  0.984375
014800  0.028438  0.976562
014850  0.008692  0.992188
014900  0.030697  0.976562
014950  0.019431  0.984375
015000  0.015257  0.992188
015050  0.015708  0.992188
015100  0.010085  0.992188
015150  0.009622  1.000000
015200  0.032418  0.976562
015250  0.013057  1.000000
015300  0.036761  0.984375
015350  0.003513  1.000000
015400  0.040872  0.984375
015450  0.032294  0.976562
015500  0.030561  0.968750
015550  0.029839  0.968750
015600  0.036162  0.976562
015650  0.006566  1.000000
015700  0.049426  0.976562
015750  0.009808  1.000000
015800  0.013733  0.992188
015850  0.024636  0.968750
015900  0.033021  0.984375
015950  0.024570  0.992188
016000  0.018629  0.984375
016050  0.023048  0.992188
016100  0.017712  0.992188
016150  0.012521  0.992188
016200  0.018948  0.984375
016250  0.023411  0.992188
016300  0.016730  0.992188
016350  0.040995  0.984375
016400  0.049976  0.960938
016450  0.052400  0.976562
016500  0.046126  0.984375
016550  0.007139  1.000000
016600  0.021810  0.984375
016650  0.035087  0.976562
016700  0.016424  0.984375
016750  0.058458  0.976562
016800  0.027919  0.976562
016850  0.032913  0.976562
016900  0.014059  0.992188
016950  0.012411  0.992188
017000  0.018843  0.992188
017050  0.011112  1.000000
017100  0.023952  0.984375
017150  0.018003  0.984375
017200  0.024694  0.976562
017250  0.003868  1.000000
017300  0.035083  0.984375
017350  0.033087  0.984375
017400  0.018011  0.992188
017450  0.009251  1.000000
017500  0.011930  0.992188
017550  0.005821  1.000000
017600  0.014379  0.992188
017650  0.017113  0.992188
017700  0.022150  0.984375
017750  0.005702  1.000000
017800  0.016600  0.984375
017850  0.019066  0.992188
017900  0.013336  0.992188
017950  0.035315  0.968750
018000  0.016036  0.984375
018050  0.030068  0.968750
018100  0.035402  0.968750
018150  0.013708  0.992188
018200  0.012874  0.984375
018250  0.010227  0.992188
018300  0.078236  0.968750
018350  0.019418  0.984375
018400  0.013350  0.984375
018450  0.028310  0.992188
018500  0.025386  0.984375
018550  0.018234  0.984375
018600  0.035609  0.992188
018650  0.006451  1.000000
018700  0.013628  0.984375
018750  0.006819  1.000000
018800  0.043865  0.984375
018850  0.026970  0.976562
018900  0.008250  1.000000
018950  0.006349  1.000000
019000  0.024326  0.976562
019050  0.026749  0.976562
019100  0.070623  0.953125
019150  0.029630  0.992188
019200  0.020176  0.984375
019250  0.047827  0.968750
019300  0.016394  0.992188
019350  0.020814  0.984375
019400  0.019841  0.992188
019450  0.019122  0.984375
019500  0.008764  0.992188
019550  0.013460  0.984375
019600  0.032538  0.984375
019650  0.047185  0.976562
019700  0.063304  0.984375
019750  0.022162  0.984375
019800  0.010422  0.984375
019850  0.011335  0.992188
019900  0.010014  1.000000
019950  0.010558  1.000000
020000  0.024617  0.968750
020050  0.022279  0.992188
020100  0.011543  0.992188
020150  0.013103  1.000000
020200  0.007476  0.992188
020250  0.032679  0.968750
020300  0.013530  0.992188
020350  0.023249  0.984375
020400  0.016041  0.992188
020450  0.013089  0.992188
020500  0.008799  1.000000
020550  0.038194  0.984375
020600  0.040532  0.976562
020650  0.006191  0.992188
020700  0.011236  1.000000
020750  0.019195  0.976562
020800  0.021378  0.992188
020850  0.023394  0.976562
020900  0.002855  1.000000
020950  0.006814  1.000000
021000  0.009440  0.992188
021050  0.009432  0.992188
021100  0.022753  0.984375
021150  0.026857  0.984375
021200  0.027758  0.984375
021250  0.009045  0.992188
021300  0.021324  0.976562
021350  0.041066  0.968750
021400  0.011130  1.000000
021450  0.025758  0.976562
021500  0.011356  0.984375
021550  0.062160  0.976562
021600  0.009067  0.992188
021650  0.016191  0.984375
021700  0.006419  1.000000
021750  0.019654  0.992188
021800  0.023920  0.976562
021850  0.023829  0.984375
021900  0.009616  0.992188
021950  0.033997  0.976562
022000  0.022309  0.984375
022050  0.015758  0.984375
022100  0.026048  0.984375
022150  0.025058  0.976562
022200  0.013478  0.984375
022250  0.024308  0.992188
022300  0.007960  0.992188
022350  0.015718  0.984375
022400  0.008956  1.000000
022450  0.008355  0.992188
022500  0.003553  1.000000
022550  0.011792  0.984375
022600  0.003299  1.000000
022650  0.051618  0.968750
022700  0.002359  1.000000
022750  0.040561  0.960938
022800  0.002935  1.000000
022850  0.012977  0.984375
022900  0.009575  1.000000
022950  0.014090  0.992188
023000  0.020572  0.992188
023050  0.054455  0.984375
023100  0.012180  0.992188
023150  0.016880  0.992188
023200  0.055689  0.976562
023250  0.022484  0.992188
023300  0.017964  0.992188
023350  0.023218  0.976562
023400  0.017894  0.992188
023450  0.020723  0.976562
023500  0.030133  0.960938
023550  0.023468  0.976562
023600  0.013762  0.984375
023650  0.018321  0.992188
023700  0.021248  0.992188
023750  0.028472  0.968750
023800  0.009856  0.992188
023850  0.014866  0.992188
023900  0.017550  0.992188
023950  0.010949  0.992188
024000  0.004689  1.000000
024050  0.016916  0.984375
024100  0.010852  0.992188
024150  0.005905  1.000000
024200  0.006620  0.992188
024250  0.004987  0.992188
024300  0.009336  0.992188
024350  0.006508  1.000000
024400  0.010320  0.992188
024450  0.038803  0.976562
024500  0.010983  0.992188
024550  0.009672  1.000000
024600  0.017800  0.992188
024650  0.008378  1.000000
024700  0.023380  0.984375
024750  0.011416  0.992188
024800  0.005471  1.000000
024850  0.005583  1.000000
024900  0.068704  0.960938
024950  0.035220  0.976562
025000  0.048978  0.984375
025050  0.010244  0.992188
025100  0.029369  0.976562
025150  0.012828  0.992188
025200  0.048889  0.960938
025250  0.027888  0.976562
025300  0.006484  1.000000
025350  0.016323  0.992188
025400  0.036908  0.984375
025450  0.005038  1.000000
025500  0.025256  0.984375
025550  0.018099  0.976562
025600  0.019733  0.992188
025650  0.026349  0.984375
025700  0.026132  0.953125
025750  0.053066  0.976562
025800  0.003947  1.000000
025850  0.008229  1.000000
025900  0.022642  0.984375
025950  0.024574  0.984375
026000  0.004291  1.000000
026050  0.004710  1.000000
026100  0.010182  0.992188
026150  0.007271  0.992188
026200  0.015511  0.984375
026250  0.023011  0.984375
026300  0.044102  0.968750
026350  0.010985  0.984375
026400  0.044561  0.976562
026450  0.012692  0.984375
026500  0.024980  0.992188
026550  0.001510  1.000000
026600  0.005057  1.000000
026650  0.022137  0.992188
026700  0.003654  1.000000
026750  0.007729  1.000000
026800  0.025786  0.984375
026850  0.011681  0.992188
026900  0.058098  0.976562
026950  0.009865  0.992188
027000  0.006620  0.992188
027050  0.010126  0.992188
027100  0.046165  0.953125
027150  0.034475  0.976562
027200  0.005097  0.992188
027250  0.004339  1.000000
027300  0.009096  1.000000
027350  0.006905  1.000000
027400  0.003806  1.000000
027450  0.007309  0.992188
027500  0.005698  1.000000
027550  0.013208  0.992188
027600  0.001588  1.000000
027650  0.007289  0.992188
027700  0.011197  0.992188
027750  0.043470  0.968750
027800  0.015616  0.984375
027850  0.014321  0.992188
027900  0.017146  0.976562
027950  0.021485  0.976562
028000  0.005109  1.000000
028050  0.006597  0.992188
028100  0.034771  0.984375
028150  0.014164  0.976562
028200  0.006561  1.000000
028250  0.019008  0.984375
028300  0.009707  0.984375
028350  0.009343  0.992188
028400  0.013371  0.984375
028450  0.047911  0.960938
028500  0.004562  1.000000
028550  0.003108  1.000000
028600  0.022316  0.976562
028650  0.012840  0.992188
028700  0.004041  1.000000
028750  0.019105  0.984375
028800  0.015366  0.984375
028850  0.010079  0.992188
028900  0.012136  0.992188
028950  0.020820  0.976562
029000  0.024523  0.968750
029050  0.010591  0.992188
029100  0.018038  0.984375
029150  0.038288  0.984375
029200  0.036819  0.953125
029250  0.006764  1.000000
029300  0.034607  0.984375
029350  0.002853  1.000000
029400  0.039659  0.992188
029450  0.030711  0.984375
029500  0.048609  0.968750
029550  0.014750  0.992188
029600  0.014403  0.984375
029650  0.020952  0.984375
029700  0.025244  0.984375
029750  0.007997  1.000000
029800  0.013800  0.992188
029850  0.021552  0.976562
029900  0.042530  0.984375
029950  0.005760  1.000000
030000  0.033705  0.968750
030050  0.021505  0.984375
030100  0.012072  0.992188
030150  0.006311  1.000000
030200  0.011913  0.984375
030250  0.027163  0.992188
030300  0.003028  1.000000
030350  0.006872  1.000000
030400  0.015010  0.984375
030450  0.010543  0.992188
030500  0.034608  0.976562
030550  0.012215  0.984375
030600  0.004243  1.000000
030650  0.003849  1.000000
030700  0.031622  0.960938
030750  0.012367  0.984375
030800  0.013335  0.992188
030850  0.006645  0.992188
030900  0.014295  0.992188
030950  0.010509  0.992188
031000  0.023648  0.984375
031050  0.022238  0.984375
031100  0.006623  0.992188
031150  0.027651  0.984375
031200  0.009514  0.992188
031250  0.007429  1.000000
031300  0.008728  0.992188
031350  0.012973  0.984375
031400  0.035587  0.976562
031450  0.004081  1.000000
031500  0.001741  1.000000
031550  0.023442  0.992188
031600  0.012737  0.984375
031650  0.018652  0.984375
031700  0.016608  0.992188
031750  0.023385  0.984375
031800  0.009509  0.992188
031850  0.018577  0.984375
031900  0.013291  0.992188
031950  0.018035  0.992188
032000  0.010061  0.992188
032050  0.012844  0.992188
032100  0.006158  1.000000
032150  0.004497  1.000000
032200  0.011889  0.992188
032250  0.007949  0.992188
032300  0.000699  1.000000
032350  0.004040  1.000000
032400  0.004206  1.000000
032450  0.004563  1.000000
032500  0.004259  1.000000
032550  0.014552  0.984375
032600  0.026225  0.984375
032650  0.076129  0.968750
032700  0.030056  0.976562
032750  0.038720  0.976562
032800  0.007201  1.000000
032850  0.019606  0.984375
032900  0.007248  1.000000
032950  0.013051  0.992188
033000  0.001723  1.000000
033050  0.006950  0.992188
033100  0.004987  1.000000
033150  0.015378  0.992188
033200  0.012831  0.992188
033250  0.017717  0.992188
033300  0.012379  0.992188
033350  0.002014  1.000000
033400  0.002739  1.000000
033450  0.024707  0.984375
033500  0.028019  0.976562
033550  0.040599  0.968750
033600  0.024058  0.992188
033650  0.021833  0.992188
033700  0.010251  0.992188
033750  0.018028  0.976562
033800  0.010177  0.992188
033850  0.008725  1.000000
033900  0.047115  0.976562
033950  0.016613  0.984375
034000  0.006114  0.992188
034050  0.024099  0.984375
034100  0.012012  0.984375
034150  0.020521  0.984375
034200  0.025481  0.976562
034250  0.020399  0.984375
034300  0.012561  0.992188
034350  0.010789  0.992188
034400  0.021955  0.984375
034450  0.005825  0.992188
034500  0.017409  0.976562
034550  0.024578  0.968750
034600  0.021303  0.976562
034650  0.005009  1.000000
034700  0.023336  0.984375
034750  0.036525  0.960938
034800  0.007720  0.992188
034850  0.003257  1.000000
034900  0.022959  0.976562
034950  0.005967  0.992188
035000  0.004360  1.000000
035050  0.010493  0.992188
035100  0.021260  0.992188
035150  0.014621  0.992188
035200  0.024741  0.984375
035250  0.003594  1.000000
035300  0.028361  0.976562
035350  0.008253  1.000000
035400  0.006117  1.000000
035450  0.040061  0.976562
035500  0.017056  0.992188
035550  0.003750  1.000000
035600  0.004963  1.000000
035650  0.003208  1.000000
035700  0.022897  0.976562
035750  0.003165  1.000000
035800  0.004328  0.992188
035850  0.011878  0.992188
035900  0.018127  0.992188
035950  0.003852  1.000000
036000  0.013930  0.984375
036050  0.027919  0.992188
036100  0.037577  0.984375
036150  0.006956  1.000000
036200  0.003586  1.000000
036250  0.001831  1.000000
036300  0.024755  0.984375
036350  0.009789  0.984375
036400  0.029266  0.984375
036450  0.023497  0.984375
036500  0.107969  0.976562
036550  0.011521  0.992188
036600  0.019381  0.984375
036650  0.007834  1.000000
036700  0.019336  0.976562
036750  0.021838  0.992188
036800  0.012471  0.992188
036850  0.016598  0.976562
036900  0.009508  0.992188
036950  0.009723  0.992188
037000  0.032978  0.984375
037050  0.001373  1.000000
037100  0.009411  0.992188
037150  0.056377  0.976562
037200  0.012143  0.992188
037250  0.034126  0.976562
037300  0.004881  1.000000
037350  0.001701  1.000000
037400  0.002650  1.000000
037450  0.009215  0.992188
037500  0.019171  0.976562
037550  0.004950  1.000000
037600  0.024907  0.968750
037650  0.008551  1.000000
037700  0.006477  0.992188
037750  0.008733  0.984375
037800  0.067675  0.968750
037850  0.011441  0.992188
037900  0.019448  0.984375
037950  0.016137  0.992188
038000  0.061944  0.945312
038050  0.018034  0.992188
038100  0.032988  0.976562
038150  0.013562  0.992188
038200  0.014718  0.992188
038250  0.003346  1.000000
038300  0.026764  0.976562
038350  0.006112  0.992188
038400  0.008066  0.992188
038450  0.005111  1.000000
038500  0.020019  0.992188
038550  0.013989  0.984375
038600  0.011889  0.992188
038650  0.005521  1.000000
038700  0.019687  0.984375
038750  0.005110  1.000000
038800  0.008641  0.992188
038850  0.003240  1.000000
038900  0.005318  0.992188
038950  0.009471  1.000000
039000  0.003065  1.000000
039050  0.020645  0.992188
039100  0.016319  0.984375
039150  0.004079  1.000000
039200  0.012895  0.984375
039250  0.005888  1.000000
039300  0.014732  0.992188
039350  0.008132  1.000000
039400  0.046319  0.976562
039450  0.025553  0.976562
039500  0.078811  0.968750
039550  0.020689  0.992188
039600  0.003163  1.000000
039650  0.013790  0.992188
039700  0.000992  1.000000
039750  0.013779  0.992188
039800  0.015443  0.992188
039850  0.005254  1.000000
039900  0.003849  1.000000
039950  0.013248  0.992188
040000  0.028603  0.960938
040050  0.006786  1.000000
040100  0.006415  1.000000
040150  0.024193  0.976562
040200  0.016201  0.984375
040250  0.002750  1.000000
040300  0.018043  0.984375
040350  0.006037  0.992188
040400  0.009869  0.992188
040450  0.006799  1.000000
040500  0.001147  1.000000
040550  0.025150  0.984375
040600  0.007992  0.992188
040650  0.006555  1.000000
040700  0.002864  1.000000
040750  0.031344  0.984375
040800  0.016299  0.984375
040850  0.013065  0.984375
040900  0.015278  0.984375
040950  0.026565  0.984375
041000  0.027064  0.976562
041050  0.006874  0.992188
041100  0.009827  0.992188
041150  0.007292  0.992188
041200  0.017211  0.984375
041250  0.027331  0.984375
041300  0.011889  0.992188
041350  0.004595  1.000000
041400  0.016698  0.992188
041450  0.021059  0.984375
041500  0.022201  0.984375
041550  0.002245  1.000000
041600  0.054394  0.953125
041650  0.009760  0.992188
041700  0.013951  0.992188
041750  0.004012  1.000000
041800  0.014302  0.984375
041850  0.025401  0.992188
041900  0.008764  0.992188
041950  0.008411  0.992188
042000  0.005719  1.000000
042050  0.010641  0.992188
042100  0.014410  0.992188
042150  0.012030  0.992188
042200  0.008748  0.992188
042250  0.001054  1.000000
042300  0.019952  0.992188
042350  0.017454  0.992188
042400  0.022379  0.984375
042450  0.016962  0.992188
042500  0.006596  0.992188
042550  0.018035  0.984375
042600  0.020339  0.968750
042650  0.001853  1.000000
042700  0.005881  0.992188
042750  0.040777  0.984375
042800  0.014244  0.976562
042850  0.009510  1.000000
042900  0.008367  0.984375
042950  0.035771  0.984375
043000  0.026790  0.976562
043050  0.003668  1.000000
043100  0.010670  0.992188
043150  0.020511  0.984375
043200  0.009791  0.992188
043250  0.004252  1.000000
043300  0.012087  0.992188
043350  0.004963  1.000000
043400  0.004856  1.000000
043450  0.018359  0.984375
043500  0.007318  1.000000
043550  0.016064  0.992188
043600  0.021521  0.992188
043650  0.001950  1.000000
043700  0.005467  0.992188
043750  0.001684  1.000000
043800  0.016502  0.984375
043850  0.004209  1.000000
043900  0.064955  0.976562
043950  0.001676  1.000000
044000  0.017677  0.992188
044050  0.010576  0.984375
044100  0.006930  1.000000
044150  0.010225  0.992188
044200  0.001510  1.000000
044250  0.046879  0.984375
044300  0.005807  1.000000
044350  0.008213  0.992188
044400  0.048189  0.984375
044450  0.006760  1.000000
044500  0.028932  0.976562
044550  0.007753  1.000000
044600  0.020032  0.984375
044650  0.008551  0.992188
044700  0.009332  0.992188
044750  0.006745  1.000000
044800  0.004793  1.000000
044850  0.015562  0.984375
044900  0.012770  0.992188
044950  0.016964  0.984375
045000  0.006796  1.000000
045050  0.003740  1.000000
045100  0.018495  0.992188
045150  0.028664  0.984375
045200  0.045776  0.968750
045250  0.005348  1.000000
045300  0.010867  0.992188
045350  0.024566  0.976562
045400  0.010841  0.992188
045450  0.030877  0.984375
045500  0.009232  0.992188
045550  0.009722  0.992188
045600  0.020529  0.984375
045650  0.012981  0.992188
045700  0.006799  0.992188
045750  0.005146  1.000000
045800  0.004708  1.000000
045850  0.008734  0.992188
045900  0.034290  0.976562
045950  0.003742  1.000000
046000  0.010260  0.984375
046050  0.008849  1.000000
046100  0.030843  0.984375
046150  0.011897  0.992188
046200  0.022983  0.984375
046250  0.011172  0.992188
046300  0.018628  0.992188
046350  0.001328  1.000000
046400  0.028029  0.984375
046450  0.026597  0.984375
046500  0.013396  0.984375
046550  0.026002  0.992188
046600  0.006134  1.000000
046650  0.006050  1.000000
046700  0.003819  1.000000
046750  0.033116  0.984375
046800  0.029295  0.984375
046850  0.003373  1.000000
046900  0.008516  0.992188
046950  0.006595  0.992188
047000  0.006070  0.992188
047050  0.002639  1.000000
047100  0.003545  1.000000
047150  0.014732  0.992188
047200  0.004651  0.992188
047250  0.011838  0.984375
047300  0.001565  1.000000
047350  0.028162  0.992188
047400  0.002087  1.000000
047450  0.006081  0.992188
047500  0.002874  1.000000
047550  0.001254  1.000000
047600  0.004665  0.992188
047650  0.005233  0.992188
047700  0.017263  0.976562
047750  0.033453  0.976562
047800  0.015860  0.976562
047850  0.008984  0.992188
047900  0.003661  1.000000
047950  0.029738  0.992188
048000  0.017888  0.984375
048050  0.008949  0.992188
048100  0.015462  0.992188
048150  0.018937  0.984375
048200  0.035160  0.984375
048250  0.023077  0.992188
048300  0.037733  0.968750
048350  0.024895  0.992188
048400  0.002958  1.000000
048450  0.019356  0.984375
048500  0.004155  1.000000
048550  0.003551  1.000000
048600  0.006637  0.992188
048650  0.006925  0.992188
048700  0.011952  0.984375
048750  0.022380  0.992188
048800  0.010214  0.992188
048850  0.020825  0.976562
048900  0.020006  0.984375
048950  0.004939  1.000000
049000  0.014664  0.992188
049050  0.023542  0.984375
049100  0.009223  0.992188
049150  0.003012  1.000000
049200  0.007435  1.000000
049250  0.044574  0.984375
049300  0.003366  1.000000
049350  0.016136  0.976562
049400  0.022505  0.992188
049450  0.007725  0.992188
049500  0.005391  1.000000
049550  0.019565  0.992188
049600  0.013878  0.984375
049650  0.029498  0.984375
049700  0.022680  0.992188
049750  0.020558  0.992188
049800  0.032265  0.992188
049850  0.003912  1.000000
049900  0.019277  0.984375
049950  0.001789  1.000000
050000  0.006824  1.000000
050050  0.015785  0.984375
050100  0.030073  0.976562
050150  0.006689  1.000000
050200  0.012157  0.992188
050250  0.019711  0.992188
050300  0.008485  0.992188
050350  0.001110  1.000000
050400  0.008748  0.992188
050450  0.003586  1.000000
050500  0.018662  0.992188
050550  0.005444  0.992188
050600  0.046985  0.984375
050650  0.009180  0.992188
050700  0.015197  0.984375
050750  0.007493  1.000000
050800  0.003865  1.000000
050850  0.016587  0.984375
050900  0.018912  0.984375
050950  0.014847  0.984375
051000  0.017213  0.984375
051050  0.016455  0.992188
051100  0.001595  1.000000
051150  0.015940  0.992188
051200  0.019806  0.992188
051250  0.005588  0.992188
051300  0.010548  0.984375
051350  0.008516  0.992188
051400  0.002215  1.000000
051450  0.000771  1.000000
051500  0.008461  0.992188
051550  0.005017  1.000000
051600  0.001848  1.000000
051650  0.007769  0.992188
051700  0.020959  0.992188
051750  0.026489  0.984375
051800  0.027506  0.976562
051850  0.013246  0.992188
051900  0.007997  1.000000
051950  0.001904  1.000000
052000  0.002059  1.000000
052050  0.050810  0.976562
052100  0.003398  1.000000
052150  0.003210  1.000000
052200  0.002305  1.000000
052250  0.017865  0.992188
052300  0.013756  0.992188
052350  0.004018  0.992188
052400  0.025816  0.992188
052450  0.004124  0.992188
052500  0.006312  1.000000
052550  0.001951  1.000000
052600  0.017653  0.984375
052650  0.026984  0.976562
052700  0.006727  1.000000
052750  0.009576  0.992188
052800  0.022267  0.984375
052850  0.007842  1.000000
052900  0.006707  0.992188
052950  0.006846  0.992188
053000  0.011605  0.984375
053050  0.021547  0.968750
053100  0.011358  0.992188
